CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
"['calendar.add', 'calendar.clone', 'calendar.cast']","['calendar.getinstance', 'calendar.set', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.get', 'calendar.add', 'calendar.getcalendar']","['calendar.add', 'calendar.clone']",MulaRec,"['calendar.add', 'calendar.clone']",0.0,0.0,0.0,0.0,0.03125,0.0
['arraylist.get'],"['arraylist.size', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.get', 'arraylist.add', 'arraylist.getarraylist']",['arraylist.<init>'],CodeBERT,['arraylist.get'],0.5740740740740741,0.0,0.456,1.0,0.9583333333333334,1.0
['scanner.nextline'],"['scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.next', 'string.equalsignorecase', 'scanner.']","['scanner.next', 'integer.parseint', 'scanner.next', 'integer.parseint']",CodeBERT,['scanner.nextline'],0.6875,0.0,0.5764613536983137,1.0,0.96,1.0
"['system.currenttimemillis', 'system.currenttimemillis']","['system.currenttimemillis', 'jlabel.settext', 'jlabel.setvisible', 'thread.sleep', 'jlabel.settext', 'jlabel.setvisible', 'thread.sleep', 'jlabel.settext', 'jlabel.setvisible', 'thread.sleep', 'jlabel.settext', 'jlabel.setvisible', 'thread.sleep', 'jlabel.settext', 'jlabel.setvisible', 'thread.sleep', 'jlabel.settext', 'jlabel.setvisible', 'thread.sleep', 'jlabel.settext', 'jlabel.setvisible', 'thread.sleepj']","['system.currenttimemillis', 'system.exit']",MulaRec,"['system.currenttimemillis', 'system.exit']",0.4909090909090909,0.0,0.5865884600854132,1.0,0.6363636363636364,1.0
['string.format'],"['linkedlist<state>.<init>', 'state.<init>linkedlist<state', '>.add', 'state.<init>linkedlist<state', '>.add', 'state.<init>linkedlist<state', '>.add', 'state.<init>linkedlist<state', '>.add', 'state.<init>linkedlist<state', '>.add', 'state.<init>linkedlist<state', '>.add', 'state.<init>linkedlist<state', '>.add', 'state.<init>']","['linkedhashset<state>.<init>set<state', '>.addset<state', '>.isempty', 'state.isfinal', 'state.appendnextstatesset<state', '>.clear']",MulaRec,"['linkedhashset<state>.<init>set<state', '>.addset<state', '>.isempty', 'state.isfinal', 'state.appendnextstatesset<state', '>.clear']",0.44285714285714284,0.0,0.0,1.0,0.0,0.0
['system.arraycopy'],"['area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.clone', 'area.cast', 'area.']",['rectangle.<init>'],CodeBERT,['system.arraycopy'],0.8445945945945946,0.0,0.6296296296296297,1.0,0.0,1.0
['list.add'],"['string.split', 'double.parsedouble', 'list.add', 'list.size', 'list.get', 'double.parsedouble', 'list.get', 'double.parsedouble', 'list.get', 'double.parsedouble', 'list.get', 'integer.parseint', 'list.get', 'integer.parseint', 'list.get', 'integer.parseint', 'list.get', 'integer.parseint', 'list.get', 'integer.parseint', 'list.get', 'integer.parseint', 'list.get', 'integer.parseint', 'list.get', 'integer.parseint', 'list.getinteger']","['string.isempty', 'list.size', 'list.add', 'data.<init>']",MulaRec,"['string.isempty', 'list.size', 'list.add', 'data.<init>']",0.75,0.0,0.5088035519227512,1.0,0.9629629629629629,0.75
"['preparedstatement.close', 'resultset.next', 'list.add']","['preparedstatement.setlong', 'preparedstatement.executequery', 'resultset.next', 'resultset.getlong', 'resultset.getint', 'list.add']","['preparedstatement.setlong', 'preparedstatement.executequery', 'resultset.next', 'list.add']",MulaRec,"['preparedstatement.setlong', 'preparedstatement.executequery', 'resultset.next', 'list.add']",0.8254818122236567,0.0,0.0,0.6666666666666666,0.5,0.75
"['xmlentityresolver.cast', 'entityresolver2wrapper.instance', 'entityresolverwrapper.cast', 'entityresolverwrapper.getentityresolver']","['xmlentityresolver.cast', 'entityresolverwrapper.instance', 'entityresolverwrapper.cast', 'entityresolverwrapper.getentityresolver']","['xmlentityresolver.cast', 'entityresolverwrapper.instance', 'entityresolverwrapper.cast', 'entityresolverwrapper.getentityresolver', 'entityresolver2wrapper.instance', 'entityresolver2wrapper.cast', 'entityresolver2wrapper.getentityresolver']",MulaRec,"['xmlentityresolver.cast', 'entityresolverwrapper.instance', 'entityresolverwrapper.cast', 'entityresolverwrapper.getentityresolver', 'entityresolver2wrapper.instance', 'entityresolver2wrapper.cast', 'entityresolver2wrapper.getentityresolver']",0.0,0.0,0.0,0.0,0.0,0.0
['list.cast'],"['linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add', 'linkedlist.<init>', 'list.add']","['list.cast', 'list.size', 'list.get']",CodeBERT,['list.cast'],0.7878787878787878,0.45301189854106505,0.651565636244134,1.0,1.0,1.0
['string.charat'],"['streamtokenizer.<init>', 'streamtokenizer.ordinarychar', 'streamtokenizer.eolissignificant', 'streamtokenizer.wordchars', 'streamtokenizer.quotechar', 'streamtokenizer.nexttoken']","['string.charat', 'string.length', 'string.substring', 'string.charat']",MulaRec,"['string.charat', 'string.length', 'string.substring', 'string.charat']",0.7958115183246073,0.0,0.7404321816176969,1.0,0.0,1.0
"['string.startswith', 'string.length', 'string.substring', 'class.getresource']","['string.startswith', 'string.length', 'string.substring', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.endswith', 'string.startswith', 'string.']",['string.startswith'],MulaRec,['string.startswith'],0.0,0.0,0.3684210526315789,0.75,0.9696969696969697,1.0
['parser.parsename'],"['parser.parsename', 'scanner.getnexttoken', 'parser.parsename']","['parser.parsename', 'scanner.getname']",CodeBERT,['parser.parsename'],0.0,0.0,0.0,0.0,0.0,0.0
"['stringbuilder.<init>', 'stringbuilder.append', 'stringbuilder.tostring']","['math.pow', 'stringbuffer.<init>', 'stringbuffer.reverse', 'stringbuffer.append', 'stringbuffer.charat', 'stringbuffer.setcharat', 'stringbuffer.reverse', 'stringbuffer.charat', 'stringbuffer.setcharat', 'stringbuffer.reverse', 'stringbuffer.charat', 'stringbuffer.setcharat', 'stringbuffer.reverse', 'stringbuffer.charat', 'stringbuffer.setcharat', 'stringbuffer.reverse', 'stringbuffer.charat', 'stringbuffer.setcharat', 'stringbuffer.reverse', 'stringbuffer.charatstring']",['string.substring'],MulaRec,['string.substring'],0.7457926280542645,0.0,0.7238095238095238,1.0,0.15,1.0
['jframe.setvisible'],"['system.exit', 'jframe.pack', 'jframe.setlocationrelativeto', 'jframe.setvisible']","['jframe.dispose', 'system.exit']",CodeBERT,['jframe.setvisible'],0.9666666666666667,0.0,0.38451197948255317,1.0,0.5,0.5
['bytearrayoutputstream.tostring'],"['bytearrayoutputstream.<init>', 'outputstream.tostring']","['bytearrayoutputstream.<init>', 'outputstream.tostring', 'string.trim']",MulaRec,"['bytearrayoutputstream.<init>', 'outputstream.tostring', 'string.trim']",1.0,0.0,0.0,0.0,0.5,0.6666666666666666
['character.digit'],"['character.digit', 'character.digit', 'character.digit']",['string.<init>'],CodeBERT,['character.digit'],0.0,0.0,0.7450980392156863,0.0,0.0,1.0
"['buffer.getdoninfoinfo', 'buffer.getdoninfoinfo', 'buffer.getdooninfo', 'buffer.getdyninfo', 'buffer.getdirection']","['buffer.getdooninfo', 'buffer.setdooninfo']","['buffer.getdooninfo', 'buffer.dommessageinfo', 'buffer.querymsg', 'buffer.getserver', 'server.dommessage']",CodeT5,"['buffer.getdooninfo', 'buffer.setdooninfo']",0.0,0.0,0.0,0.0,0.0,0.0
"['string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'file.<init>']","['string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'file.<init>', 'string.length']","['string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getflag', 'string.length', 'file.<init>', 'string.length']",MulaRec,"['string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getoption', 'string.length', 'utils.getflag', 'string.length', 'file.<init>', 'string.length']",0.5606333306851875,0.7043474217067713,0.6646477027175128,0.6,0.6363636363636364,0.6363636363636364
['joptionpane.showmessagedialog'],"['class.cast', 'class.getmethod', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get', 'method.cast', 'method.getparametertypes', 'vector.get']","['class[].castobject', '[].cast', 'method.invoke', 'string.cast', 'string.trim']",MulaRec,"['class[].castobject', '[].cast', 'method.invoke', 'string.cast', 'string.trim']",0.5116279069767442,0.636357123579499,0.0,1.0,0.6666666666666666,0.4
"['grouplayout.<init>', 'jpanel.setlayout', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.<init>', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup']","['jlabel.settext', 'grouplayout.<init>', 'jpanel.setlayout', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.<init>', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.creates']","['imageicon.<init>', 'grouplayout.<init>', 'jpanel.setlayout', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.<init>', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup']",MulaRec,"['imageicon.<init>', 'grouplayout.<init>', 'jpanel.setlayout', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.<init>', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup']",0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.3125
"['system.arraycopy', 'math.acos', 'math.exp', 'bits.pack', 'math.sqrt', 'math.floor', 'bits.pack', 'math.floor', 'bits.pack', 'math.floor', 'bits.pack', 'math.exp', 'math.sqrt', 'bits.pack', 'math.exp', 'bits.pack', 'math.sqrt']","['system.arraycopy', 'math.sqrt', 'math.floor', 'math.cos', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.cos', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.floor', 'math.sqrt', 'math.']","['system.arraycopy', 'math.acos', 'math.cos', 'math.abs', 'math.sqrt', 'math.floor', 'bits.pack', 'math.floor', 'bits.pack', 'math.floor', 'math.exp', 'bits.pack', 'math.cos', 'math.sqrt', 'bits.pack', 'math.exp', 'bits.pack']",MulaRec,"['system.arraycopy', 'math.acos', 'math.cos', 'math.abs', 'math.sqrt', 'math.floor', 'bits.pack', 'math.floor', 'bits.pack', 'math.floor', 'math.exp', 'bits.pack', 'math.cos', 'math.sqrt', 'bits.pack', 'math.exp', 'bits.pack']",0.6587168537941293,0.0,0.5827221378285508,0.5882352941176471,0.9696969696969697,0.6470588235294118
"['summarystatistics.getn', 'summarystatistics.getvariance']","['summarystatistics.getn', 'summarystatistics.getvariance', 'summarystatistics.getn', 'summarystatistics.getvariance']","['summarystatistics.getn', 'summarystatistics.getn', 'summarystatistics.getsum', 'summarystatistics.getn', 'summarystatistics.getsum', 'summarystatistics.getvariance']",CodeBERT,"['summarystatistics.getn', 'summarystatistics.getvariance']",0.0,0.0,0.0,0.0,0.0,0.0
['set.add'],"['set.addarraylist<integer', '>.<init>', 'iterator.hasnext', 'iterator.next', 'integer.cast', 'integer.intvaluearraylist<integer', '>.<init>', 'iterator.hasnext', 'iterator.next', 'integer.cast', 'integer.intvaluearraylist<integer', '>.add', 'iterator.hasnext', 'iterator.next', 'integer.cast', 'integer.intvaluearraylist<integer', '>.<init>', 'iterator.hasnext', 'iterator.next', 'integer.cast', 'integer.intvaluearraylist<integer>']","['set.add', 'iterator.hasnext', 'iterator.next', 'integer.cast']",MulaRec,"['set.add', 'iterator.hasnext', 'iterator.next', 'integer.cast']",0.7142857142857143,0.0,0.8682724384978702,1.0,0.5714285714285714,1.0
['file.<init>'],"['string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.startswith', 'string.substring', 'string.']","['date.<init>', 'stringbuffer.<init>', 'stringbuffer.append']",MulaRec,"['date.<init>', 'stringbuffer.<init>', 'stringbuffer.append']",0.4777777777777778,0.0,0.6234319667606275,1.0,0.9696969696969697,1.0
"['linkedlist.gethead', 'linkedlist.deletehead']","['linkedlist.gethead', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindex', 'linkedlist.getheadbyindexlinkedlist']","['linkedlist.gethead', 'linkedlist.getheadofloop']",MulaRec,"['linkedlist.gethead', 'linkedlist.getheadofloop']",0.0,0.0,0.0,0.0,0.0,0.0
"['field.setaccessible', 'field.getname']","['field.getmodifiers', 'field.getmodifiers', 'field.getname', 'class.getsuperclass']","['field.getmodifiers', 'field.getname', 'class.getsuperclass']",MulaRec,"['field.getmodifiers', 'field.getname', 'class.getsuperclass']",0.4140393356054125,0.0,0.0,0.0,0.0,0.0
['monthday.getdayofmonth'],"['monthday.getdayofmonth', 'monthday.<init>', 'monthday.getchronology', 'monthday.getmonthofyear', 'monthday.getdayofmonth']","['monthday.getdayofmonth', 'monthday.<init>']",CodeBERT,['monthday.getdayofmonth'],0.0,0.0,0.0,0.0,0.0,0.0
"['color.equals', 'graphics.setcolor', 'utilities.drawtabbedtext']","['color.equals', 'graphics.setfont', 'utilities.drawtabbedtext']","['color.equals', 'graphics.setcolor', 'graphics.getfont', 'font.equals', 'graphics.setfont', 'utilities.drawtabbedtext']",MulaRec,"['color.equals', 'graphics.setcolor', 'graphics.getfont', 'font.equals', 'graphics.setfont', 'utilities.drawtabbedtext']",0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666
['window.copy_area'],"['window.getx', 'window.gety', 'math.min', 'math.max', 'window.getx', 'window.gety', 'math.min', 'math.max', 'window.getx', 'window.gety', 'math.min', 'math.max', 'window.getx', 'window.gety', 'math.min', 'math.max', 'window.getx', 'window.gety', 'math.min', 'math.max', 'window.getx', 'window.gety', 'math.min', 'math.max', 'window.getx', 'window.gety', 'math.min', 'math.max']","['window.copy_area', 'window.clear_area']",MulaRec,"['window.copy_area', 'window.clear_area']",0.0,0.0,0.0,0.0,0.5,0.0
"['vector.elementat', 'vector.addelement']","['swingutilities.isleftmousebutton', 'event.getsource', 'component.cast', 'component.isvisible', 'swingutilities.isrightmousebutton', 'event.getsource', 'component.cast', 'component.isvisible', 'swingutilities.isleftmousebutton', 'event.getsource', 'component.isvisible', 'swingutilities.isrightmousebutton', 'event.getsource', 'component.isvisible', 'swingutilities.isrightmousebutton', 'event.getsource', 'component.isvisible', 'swingutilities.isrightmousebutton', 'event.get']","['audioclip.play', 'vector.removeallelements', 'vector.addelement']",MulaRec,"['audioclip.play', 'vector.removeallelements', 'vector.addelement']",0.42008402520840293,0.0,0.0,1.0,0.0,0.3333333333333333
['characteriterator.setindex'],"['characteriterator.setindex', 'dictionarybasedbreakiterator.gettext', 'characteriterator.getindex', 'characteriterator.setindex', 'dictionarybasedbreakiterator.getindex', 'characteriterator.setindex', 'characteriterator.getbeginindex', 'dictionarybasedbreakiterator.getindex', 'characteriterator.setindex', 'characteriterator.getbeginindex', 'dictionarybasedbreakiterator.getindex', 'characteriterator.setindex', 'dictionarybasedbreakiterator.getbeginindex', 'dictionarybasedbreakiterator.getindex', 'characteriterator.setindex', 'characteriterator.']","['characteriterator.setindex', 'characteriterator.getindex', 'characteriterator.setindex', 'characteriterator.getindex', 'characteriterator.getindex']",CodeBERT,['characteriterator.setindex'],0.0,0.0,0.0,0.0,0.0,0.0
['grid.reverse'],['grid.reversepiece'],['hashmap<integer>.values'],CodeBERT,['grid.reverse'],0.0,0.0,0.0,0.0,0.0,0.0
"['arraylist<object[]>.sizearraylist<object', '[]>.get', 'string.cast', 'string.equals']","['arraylist<object[]>.sizearraylist<object', '[]>.get', 'string.tolowercasearraylist<object', '[]>.get', 'string.tolowercasearraylist<object', '[]>.get', 'string.tolowercasearraylist<object', '[]>.get', 'string.tolowercasearraylist<object', '[]>.get', 'string.tolowercasearraylist<object', '[]>.get', 'string.tolowercasearraylist<object', '[]>.get', 'string.tolower']","['arraylist<object[]>.sizearraylist<object', '[]>.get', 'string.cast', 'string.indexof', 'string.tolowercase', 'integer.cast', 'string.equals', 'string.indexof', 'string.cast']",MulaRec,"['arraylist<object[]>.sizearraylist<object', '[]>.get', 'string.cast', 'string.indexof', 'string.tolowercase', 'integer.cast', 'string.equals', 'string.indexof', 'string.cast']",0.0,0.0,0.0,0.5,0.0,0.7777777777777778
"['map<string,hashmap<string,string>>.getset<string', '>.addallmap<string,hashmap<string,string', '>>.remove']","['hashmap<string,hashmap<string,string>>.removehashmap<string,set<string', '>>.containskeyhashmap<string,set<string', '>>.getset<string', '>.addallhashmap<string,set<string', '>>.removehashmap<string,set<string', '>>.containskeyhashmap<string,set<string', '>>.getset<string', '>.addallhashmap<string,set<string', '>>.remove']","['hashmap<string,hashmap<string,string>>.removehashmap<string,set<string', '>>.containskeyhashmap<string,set<string', '>>.getset<string', '>.addallhashmap<string,set<string', '>>.remove']",MulaRec,"['hashmap<string,hashmap<string,string>>.removehashmap<string,set<string', '>>.containskeyhashmap<string,set<string', '>>.getset<string', '>.addallhashmap<string,set<string', '>>.remove']",0.0,0.0,0.0,0.0,0.0,0.0
"['string.length', 'string.split', 'integer.parseint', 'dimension.<init>']","['string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parseint', 'string.indexof', 'string.substring', 'integer.parse']","['string.indexof', 'string.split', 'integer.parseint', 'dimension.<init>']",MulaRec,"['string.indexof', 'string.split', 'integer.parseint', 'dimension.<init>']",0.3950484374992252,0.0,0.4539382174363355,1.0,0.9629629629629629,1.0
"['string.instance', 'string.cast']","['string.instance', 'string.castmap<string,string', '>.getmap<string,string', '>.putmap<string,string', '>.getmap<string,string', '>.putmap<string,string', '>.getmap<string,string', '>.putmap<string,string', '>.getmap<string,string', '>.putmap<string,string', '>.getmap<string,string', '>.putmap<string,string', '>.getmap<string,']","['string.instance', 'string.cast', 'inputsource.<init>', 'types.gettypename', 'inputsource.<init>', 'types.gettypename']",MulaRec,"['string.instance', 'string.cast', 'inputsource.<init>', 'types.gettypename', 'inputsource.<init>', 'types.gettypename']",0.8655771891056877,0.0,0.964364196499642,1.0,0.07692307692307693,0.3333333333333333
"['socket.<init>', 'socket.getlocaladdress', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'bufferedreader.<init>', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'bufferedreader.<init>', 'string.']","['socket.<init>', 'socket.getlocaladdress', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'bufferedreader.<init>', 'bufferedwriter.<init>', 'string.equals', 'bufferedreader.readline', 'string.indexof', 'string.substring', 'string.equals', 'socket.close', 'string.equals', 'string.startswith', 'socket.']","['socket.<init>', 'socket.getlocaladdress', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'bufferedreader.<init>', 'bufferedwriter.<init>', 'string.equals', 'bufferedreader.readline', 'string.indexof', 'string.substring', 'string.equals', 'socket.close', 'string.equals', 'string.startswith', 'socket.close', 'socket.setsotimeout']",MulaRec,"['socket.<init>', 'socket.getlocaladdress', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'socket.getinputstream', 'inputstreamreader.<init>', 'socket.getoutputstream', 'outputstreamwriter.<init>', 'bufferedreader.<init>', 'bufferedwriter.<init>', 'string.equals', 'bufferedreader.readline', 'string.indexof', 'string.substring', 'string.equals', 'socket.close', 'string.equals', 'string.startswith', 'socket.close', 'socket.setsotimeout']",0.0,0.0,0.0,0.5294117647058824,0.6190476190476191,0.5909090909090909
['thread.sleep'],"['string.contains', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof', 'string.substring', 'string.indexof']","['document.<init>', 'string.contains']",CodeBERT,['thread.sleep'],0.6125,0.5988403525156792,0.7453559924999299,1.0,1.0,0.5
['celleditor.removecontrollistener'],"['listselectionlistener.<init>', 'jtree.getselectionmodel', 'jtree.getlastselectedpathcomponent', 'defaultmutabletreenode.cast', 'defaultmutabletreenode.getuserobject', 'listselectionlistener.<init>', 'jtree.getselectionmodel', 'jtree.getlastselectedpathcomponent', 'defaultmutabletreenode.cast', 'defaultmutabletreenode.getuserobject', 'listselectionlistener.<init>', 'jtree.getselectionmodel', 'jtree.getlastselectedpath']","['celleditor.removelistener', 'celleditor.getcontrol', 'control.isdisposed', 'control.removecontrollistener']",MulaRec,"['celleditor.removelistener', 'celleditor.getcontrol', 'control.isdisposed', 'control.removecontrollistener']",0.0,0.0,0.0,0.0,0.0,0.0
"['map<class>.put', 'reentrantlock.unlock']","['atomicboolean.set', 'reentrantlock.unlock', 'class.getname', 'reentrantlock.lock', 'class.getname', 'reentrantlock.unlock', 'class.getname', 'reentrantlock.lock', 'class.getname', 'reentrantlock.unlock', 'class.getname', 'reentrantlock.lock', 'class.getname', 'reentrantlock.unlock', 'class.getname', 'reentrantlock.lock', 'class.getname', 'reentrantlock.unlock']",['reentrantlock.unlock'],CodeBERT,"['map<class>.put', 'reentrantlock.unlock']",0.0,0.0,0.0,0.0,0.4444444444444444,0.0
"['document.instance', 'document.cast', 'document.getdocumentelement', 'element.instance', 'string.trim', 'element.getfirstchild', 'node.getnodename', 'string.trim']","['document.instance', 'document.cast', 'document.getdocumentelement', 'element.instance', 'string.trim']","['document.instance', 'document.cast', 'document.getdocumentelement', 'element.instance', 'string.trim', 'string.indexof', 'element.gettextcontent', 'string.substring']",MulaRec,"['document.instance', 'document.cast', 'document.getdocumentelement', 'element.instance', 'string.trim', 'string.indexof', 'element.gettextcontent', 'string.substring']",0.0,0.0,0.0,0.25,0.2,0.375
"['fileinputstream.<init>', 'fileinputstream.available', 'fileinputstream.read', 'fileinputstream.close']","['fileinputstream.<init>', 'inputsource.<init>', 'saxparser.parse']","['file.<init>', 'file.length', 'fileinputstream.<init>', 'datainputstream.<init>', 'datainputstream.readfully', 'datainputstream.close', 'string.<init>', 'defaulthandler.fatalerror', 'defaulthandler.startdocument', 'defaulthandler.enddocument']",MulaRec,"['file.<init>', 'file.length', 'fileinputstream.<init>', 'datainputstream.<init>', 'datainputstream.readfully', 'datainputstream.close', 'string.<init>', 'defaulthandler.fatalerror', 'defaulthandler.startdocument', 'defaulthandler.enddocument']",0.0,0.6997227423014013,0.0,0.25,0.3333333333333333,0.4
